datetime,depth,flagdepth,ph,flagph,doc,flagdoc,no3no2,flagno3no2,no2,flagno2,nh4,flagnh4,totnuf,flagtotnuf,totpuf,flagtotpuf,drsif,flagdrsif,totnuf_sloh,flagtotnuf_sloh,no3no2_sloh,flagno3no2_sloh,nh4_sloh,flagnh4_sloh,totpuf_sloh,flagtotpuf_sloh,drp_sloh,flagdrp_sloh,drsif_sloh,flagdrsif_sloh
2001-04-23,0,"",8.51,"",5.92,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2001-04-23,4,"",8.52,"",6,"",,"",,,,"",,"",,"",,"",,"",0.804,"",0.051,"",0.092,"",0.056,"",0.318,""
2001-04-23,8,"",8.52,"",6.04,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.097,"",0.056,"",,""
2001-04-23,12,"",8.54,"",5.82,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.091,"",0.058,"",,""
2001-04-23,16,"",8.54,"",5.76,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.094,"",0.054,"",,""
2001-04-23,20,"",8.52,"",5.78,"",,"",,,,"",,"",,"",,"",,"",0.806,"",0.049,"",0.09,"",0.054,"",0.273,""
2001-05-07,0,"",8.49,"",5.84,"",,"",,,,"",,"",,"",,"",,"",0.78,"",0.114,"",0.082,"",0.071,"",0.395,""
2001-05-07,0,"",8.46,"",5.56,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2001-05-07,4,"",8.44,"",5.74,"",,"",,,,"",,"",,"",,"",,"",0.769,"",0.119,"",0.092,"",0.073,"",0.403,""
2001-05-07,8,"",8.46,"",5.7,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.092,"",0.076,"",,""
2001-05-07,12,"",8.45,"",5.8,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.096,"",0.077,"",,""
2001-05-07,16,"",8.43,"",5.7,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.099,"",0.087,"",,""
2001-05-07,20,"",8.34,"",5.62,"",,"",,,,"",,"",,"",,"",,"",0.734,"",0.22,"",0.136,"",0.108,"",0.781,""
2001-05-21,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.726,"",0.116,"",0.084,"",0.065,"",0.401,""
2001-05-21,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.749,"",0.131,"",0.092,"",0.071,"",0.507,""
2001-06-04,0,"",8.46,"",5.14,"",,"",,,,"",,"",,"",,"",,"",0.667,"",0.183,"",0.097,"",0.072,Q,,Q
2001-06-04,4,"",8.42,"",5.16,"",,"",,,,"",,"",,"",,"",,"",0.673,"",0.169,"",0.098,"",0.074,Q,0.737,""
2001-06-04,4,"",8.43,"",5.24,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2001-06-04,8,"",8.47,"",5.26,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.102,"",0.071,Q,,""
2001-06-04,10,"",8.47,"",5.36,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.099,"",0.075,"",,""
2001-06-04,12,"",8.47,"",5.22,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.096,"",0.076,"",,""
2001-06-04,14,"",8.33,"",5.18,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.115,"",0.087,"",,""
2001-06-04,16,"",8,"",5.3,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.114,"",0.156,"",,""
2001-06-04,18,"",7.92,"",5.14,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.182,"",0.151,"",,""
2001-06-04,20,"",7.8,"",5.2,"",,"",,,,"",,"",,"",,"",,"",0.583,"",0.586,"",0.193,"",0.212,Q,2.5,""
2001-06-04,22,"",7.76,"",5.48,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.236,"",0.227,"",,""
2001-06-18,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.587,"",0.09,"",0.091,"",0.06,"",0.974,Q
2001-06-18,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.595,"",0.093,"",0.09,"",0.061,"",1.43,Q
2001-07-02,0,"",8.9,"",6.27,A,,"",,,,"",,"",,"",,"",,"",0.176,"",0,S,0.063,"",0.003,R,1.19,""
2001-07-02,4,"",8.94,"",5.91,A,,"",,,,"",,"",,"",,"",,"",0.193,"",0.017,R,0.064,"",0.002,R,1.13,""
2001-07-02,4,"",8.89,"",,D,,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2001-07-02,8,"",8.31,"",,D,,"",,,,"",,"",,"",,"",,"",,"",,"",0.096,"",0.074,"",,""
2001-07-02,10,"",8.14,"",5.05,A,,"",,,,"",,"",,"",,"",,"",,"",,"",0.11,"",0.09,"",,""
2001-07-02,12,"",8.09,"",,D,,"",,,,"",,"",,"",,"",,"",,"",,"",0.182,"",0.159,"",,""
2001-07-02,14,"",7.93,"",5.07,A,,"",,,,"",,"",,"",,"",,"",,"",,"",0.202,"",0.177,"",,""
2001-07-02,16,"",7.92,"",5.23,A,,"",,,,"",,"",,"",,"",,"",,"",,"",0.228,"",0.21,"",,""
2001-07-02,18,"",7.76,"",5.67,A,,"",,,,"",,"",,"",,"",,"",,"",,"",0.289,"",0.262,"",,""
2001-07-02,20,"",7.76,"",5.59,A,,"",,,,"",,"",,"",,"",,"",0.265,"",1.03,"",0.347,"",0.317,"",3.43,""
2001-07-02,22,"",7.69,"",,D,,"",,,,"",,"",,"",,"",,"",,"",,"",0.446,"",0.402,"",,""
2001-07-16,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.012,R,0.017,R,0.026,"",0.017,Q,1.28,""
2001-07-16,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.017,R,0.024,"",0.073,Q,2.52,""
2001-07-30,0,"",9.16,"",5.66,"",,"",,,,"",,"",,"",,"",,"",0.012,R,0.013,R,0.028,Q,0.003,R,1.69,""
2001-07-30,0,"",9.19,"",5.72,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2001-07-30,4,"",9.09,"",6.72,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.036,Q,0.003,R,1.54,""
2001-07-30,6,"",8.92,"",5.9,"",,"",,,,"",,"",,"",,"",,"",0.028,R,0.021,R,0.03,Q,0,S,1.59,""
2001-07-30,8,"",8.23,"",5.42,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.048,Q,0.032,"",,""
2001-07-30,10,"",8.02,"",5.12,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.161,Q,0.139,"",,""
2001-07-30,12,"",7.94,"",4.92,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.217,Q,0.194,"",,""
2001-07-30,14,"",7.89,"",5.16,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.262,Q,0.239,"",,""
2001-07-30,16,"",7.87,"",5.22,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.347,Q,0.308,"",,""
2001-07-30,18,"",7.86,"",5.36,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.387,Q,0.36,"",,""
2001-07-30,20,"",7.83,"",5.68,"",,"",,,,"",,"",,"",,"",,"",0.014,R,1.81,"",0.475,Q,0.431,"",4.02,""
2001-07-30,22,"",7.75,"",5.84,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2001-08-13,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.012,R,0,S,0.035,"",0.002,R,1.74,""
2001-08-13,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.011,R,0.013,R,0.037,"",0.002,R,1.73,""
2001-08-27,0,"",8.56,"",5.72,"",,"",,,,"",,"",,"",,"",,"",0.012,R,0,S,0.032,"",0,S,1.62,""
2001-08-27,0,"",8.3,"",5.76,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2001-08-27,4,"",8.61,"",5.68,"",,"",,,,"",,"",,"",,"",,"",0.011,R,0.013,R,0.048,"",0,S,1.66,""
2001-08-27,8,"",8.63,"",5.6,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.027,"",0.002,R,,""
2001-08-27,10,"",8.44,"",5.32,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.031,"",0.012,"",,""
2001-08-27,12,"",8.14,"",5.04,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.089,"",0.058,"",,""
2001-08-27,14,"",7.66,"",5.08,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.369,"",0.349,"",,""
2001-08-27,16,"",7.79,"",5.22,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.419,"",0.379,"",,""
2001-08-27,18,"",7.5,"",5.34,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.504,"",0.474,"",,""
2001-08-27,20,"",7.45,"",5.4,"",,"",,,,"",,"",,"",,"",,"",0.014,R,2.62,"",0.582,"",0.35,"",4.98,""
2001-08-27,22,"",7.38,"",5.54,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.643,"",0.608,"",,""
2001-09-26,0,"",8.41,"",5.48,"",,"",,,,"",,"",,"",,"",,"",0.021,R,0.18,"",0.099,"",0.049,"",1.52,""
2001-09-26,0,"",8.61,"",5.44,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2001-09-26,4,"",8.58,"",5.32,"",,"",,,,"",,"",,"",,"",,"",0.019,R,0.174,"",0.096,"",0.048,"",1.45,""
2001-09-26,8,"",8.62,"",5.4,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.093,"",0.048,"",,""
2001-09-26,20,"",7.67,"",5.48,"",,"",,,,"",,"",,"",,"",,"",0,S,2.89,"",0.619,"",0.603,"",5.55,""
2001-09-26,22,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.69,"",0.652,"",,""
2001-10-22,0,"",8.64,"",5.54,"",,"",,,,"",,"",,"",,"",,"",0.037,"",0.602,"",0.146,"",0.125,"",1.19,""
2001-10-22,0,"",8.61,"",5.36,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2001-10-22,4,"",8.57,"",5.58,"",,"",,,,"",,"",,"",,"",,"",0.037,"",0.597,"",0.147,"",0.128,"",1.2,""
2001-10-22,8,"",8.55,"",5.6,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2001-10-22,20,"",8.56,"",5.52,"",,"",,,,"",,"",,"",,"",,"",0.05,"",0.634,"",0.155,"",0.118,"",1.3,""
2001-11-26,0,"",8.65,"",5.5,"",,"",,,,"",,"",,"",,"",,"",0.185,"",0.668,"",0.136,"",0.118,"",0.861,""
2001-11-26,0,"",8.64,"",5.72,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2001-11-26,4,"",8.65,"",,U,,"",,,,"",,"",,"",,"",,"",0.191,"",0.663,"",0.136,"",0.118,"",0.872,""
2001-11-26,8,"",8.68,"",5.78,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,Q,,Q,,""
2001-11-26,20,"",8.68,"",5.68,"",,"",,,,"",,"",,"",,"",,"",0.195,"",0.679,"",0.132,"",0.117,"",0.875,""
2002-03-28,0,"",8.51,"",5.59,"",,"",,,,"",,"",,"",,"",,"",0.941,"",0,S,0.104,"",0.068,"",0.075,""
2002-03-28,4,"",8.5,"",5.46,"",,"",,,,"",,"",,"",,"",,"",0.865,"",0,S,0.103,"",0.068,"",0.102,""
2002-03-28,4,"",8.51,"",5.49,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2002-03-28,8,"",8.5,"",5.55,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.105,"",0.068,"",,""
2002-03-28,12,"",8.5,"",5.44,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.106,"",0.068,"",,""
2002-03-28,16,"",8.49,"",5.46,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.104,"",0.068,"",,""
2002-03-28,20,"",8.54,"",5.36,"",,"",,,,"",,"",,"",,"",,"",0.945,"",0,S,0.104,"",0.067,"",0.122,""
2002-04-08,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.982,"",0.021,R,0.096,"",0.056,"",0,S
2002-04-08,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.991,"",0.019,R,0.098,"",0.056,"",0,S
2002-04-24,0,"",8.65,"",5.47,"",,"",,,,"",,"",,"",,"",,"",0.964,"",0.048,"",0.075,"",0.054,"",0.043,R
2002-04-24,0,"",8.67,"",5.31,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2002-04-24,4,"",8.65,"",5.35,"",,"",,,,"",,"",,"",,"",,"",0.941,"",0.048,"",0.076,"",0.055,"",0.038,R
2002-04-24,8,"",8.67,"",5.13,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.076,"",0.054,"",,""
2002-04-24,12,"",8.66,"",5.18,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.078,"",0.053,"",,""
2002-04-24,16,"",8.66,"",5.29,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.077,"",0.054,"",,""
2002-04-24,20,"",8.66,"",5.26,"",,"",,,,"",,"",,"",,"",,"",0.948,"",0.051,"",0.076,"",0.054,"",0.057,R
2002-05-06,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.912,"",0.105,"",0.083,"",0.064,"",0.16,""
2002-05-06,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.888,"",0.12,"",0.086,"",0.065,"",0.127,""
2002-05-20,0,"",8.53,"",5.29,"",,"",,,,"",,"",,"",,"",,"",0.868,"",0.144,"",0.093,"",0.073,"",0.459,""
2002-05-20,0,"",8.51,"",5.33,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2002-05-20,4,"",8.5,"",5.45,"",,"",,,,"",,"",,"",,"",,"",0.884,"",0.146,"",0.097,"",0.072,"",0.42,""
2002-05-20,8,"",8.5,"",5.21,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.092,"",0.069,"",,""
2002-05-20,12,"",8.5,"",5.16,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.094,"",0.069,"",,""
2002-05-20,16,"",8.48,"",5.3,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.098,"",0.069,"",,""
2002-05-20,20,"",8.47,"",5.29,"",,"",,,,"",,"",,"",,"",,"",0.871,"",0.176,"",0.1,"",0.072,"",0.54,""
2002-06-03,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.827,"",0.13,"",0.08,"",0.063,"",0.564,Q
2002-06-03,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.8,"",0.13,"",0.081,"",0.063,"",0.542,Q
2002-06-18,0,"",8.61,"",5.88,"",,"",,,,"",,"",,"",,"",,"",0.78,"",0.13,"",0.07,"",0.051,"",0.575,""
2002-06-18,4,"",8.61,"",5.35,"",,"",,,,"",,"",,"",,"",,"",0.799,"",0.126,"",0.069,"",0.052,"",0.571,""
2002-06-18,8,"",8.48,"",5.33,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.08,"",0.065,"",,""
2002-06-18,8,"",8.45,"",6,A,,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2002-06-18,10,"",8.31,"",5.21,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.094,"",0.078,"",,""
2002-06-18,12,"",8.16,"",5.3,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.131,"",0.115,"",,""
2002-06-18,14,"",8.05,"",5.03,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.142,"",0.123,"",,""
2002-06-18,16,"",8.04,"",5.37,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.148,"",0.128,"",,""
2002-06-18,18,"",7.91,"",5.37,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.156,"",0.139,"",,""
2002-06-18,20,"",8,"",5.3,"",,"",,,,"",,"",,"",,"",,"",0.624,"",0.558,"",0.166,"",0.147,"",2.3,""
2002-06-18,22,"",7.97,"",5.31,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.166,"",0.148,"",,""
2002-07-01,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.511,"",0.028,R,0.034,"",0,S,0.906,""
2002-07-01,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.507,"",0.013,R,0.033,"",0,S,0.905,""
2002-07-15,0,"",9.04,"",6.33,"",,"",,,,"",,"",,"",,"",,"",0.159,"",0,S,0.02,"",0,S,1.32,""
2002-07-15,4,"",9.03,"",6.22,"",,"",,,,"",,"",,"",,"",,"",0.153,"",0,S,0.023,"",0,S,1.25,""
2002-07-15,6,"",8.92,"",5.78,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.025,"",0,S,,""
2002-07-15,8,"",8.55,"",5.6,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.101,"",0,S,,""
2002-07-15,10,"",7.96,"",6.12,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.154,"",0.127,"",,""
2002-07-15,12,"",7.89,"",5.5,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.175,"",0.149,"",,""
2002-07-15,14,"",7.9,"",5.54,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.16,"",0.14,"",,""
2002-07-15,16,"",7.85,"",5.25,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.193,"",0.172,"",,""
2002-07-15,16,"",7.86,"",5.65,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2002-07-15,18,"",7.81,"",5.25,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.322,"",0.287,"",,""
2002-07-15,20,"",7.83,"",5.23,"",,"",,,,"",,"",,"",,"",,"",0.342,"",0.799,"",0.369,"",0.324,"",3.54,""
2002-07-15,22,"",7.8,"",5.72,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.408,"",0.364,"",,""
2002-07-26,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.047,"",0.014,R,0.024,"",,Q,1.35,""
2002-07-26,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.048,"",0.016,R,0.027,"",,Q,1.47,""
2002-08-12,0,"",9.32,"",5.84,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.025,"",0,S,1.66,""
2002-08-12,4,"",9.34,"",6.06,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.023,"",0,S,1.66,""
2002-08-12,8,"",9.34,"",5.87,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.018,"",0,S,,""
2002-08-12,10,"",8.04,"",5.49,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.023,"",0,S,,""
2002-08-12,12,"",7.92,"",5.21,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.118,"",0.093,"",,""
2002-08-12,14,"",7.89,"",5.09,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.214,"",0.177,"",,""
2002-08-12,16,"",7.86,"",5.28,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.326,"",0.252,"",,""
2002-08-12,16,"",7.84,"",5.32,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2002-08-12,18,"",7.8,"",5.3,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.365,"",0.338,"",,""
2002-08-12,20,"",7.78,"",5.63,"",,"",,,,"",,"",,"",,"",,"",0,S,1.4,"",0.499,"",0.464,"",4.36,""
2002-08-12,22,"",7.75,"",5.63,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.039,"",0.491,Q,,""
2002-08-26,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.019,"",0,S,1.69,""
2002-08-26,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.014,R,0.021,"",0,S,1.76,""
2002-09-23,0,"",7.55,"",6.82,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.024,"",0,S,1.98,""
2002-09-23,4,"",8.95,"",7,"",,"",,,,"",,"",,"",,"",,"",0.118,"",0,S,0.027,"",0,S,1.99,""
2002-09-23,8,"",9.05,"",7.06,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.026,"",0,S,,""
2002-09-23,20,"",7.97,"",5.9,"",,"",,,,"",,"",,"",,"",,"",0,S,1.87,"",0.571,"",0.487,"",4.57,""
2002-09-23,22,"",7.87,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.643,"",0.593,"",,""
2002-09-23,22,"",,"",5.83,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2002-10-21,0,"",7.84,"",5.52,"",,"",,,,"",,"",,"",,"",,"",0,S,0.381,"",0.124,"",0.1,"",2.63,""
2002-10-21,4,"",8,"",5.76,"",,"",,,,"",,"",,"",,"",,"",0,S,0.389,"",0.126,"",0.099,"",2.63,""
2002-10-21,8,"",8.1,"",5.5,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.118,"",0.098,"",,""
2002-10-21,20,"",8.17,"",5.67,"",,"",,,,"",,"",,"",,"",,"",0.027,R,0.342,"",0.106,"",0.082,"",2.6,""
2002-10-21,20,"",8.22,"",5.7,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2002-10-21,22,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.106,"",0.084,"",,""
2002-11-18,0,"",7.5,"",5.8,"",,"",,,,"",,"",,"",,"",,"",0.113,"",0.407,"",0.102,"",0.086,"",2.64,""
2002-11-18,4,"",7.58,"",5.46,"",,"",,,,"",,"",,"",,"",,"",0.116,"",0.411,"",0.099,"",0.087,"",2.64,""
2002-11-18,8,"",7.87,"",5.72,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.103,"",0.086,"",,""
2002-11-18,20,"",8.01,"",5.57,"",,"",,,,"",,"",,"",,"",,"",0.118,"",0.392,"",0.101,"",0.085,"",2.59,""
2002-11-18,20,"",8.08,"",5.52,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2002-11-18,22,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.1,"",0.083,"",,""
2003-01-21,0,"",8.68,"",7.66,"",,"",,,,"",,"",,"",,"",,"",0.306,"",0.374,"",0.091,"",0.078,"",2.35,""
2003-01-21,4,"",8.73,"",6.01,"",,"",,,,"",,"",,"",,"",,"",0.298,"",0.368,"",0.091,"",0.078,"",2.27,""
2003-01-21,8,"",8.6,"",5.51,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.09,J,0.073,J,,""
2003-01-21,12,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.085,J,0.075,J,,""
2003-01-21,16,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.084,J,0.074,J,,""
2003-01-21,20,"",8.59,"",5.6,"",,"",,,,"",,"",,"",,"",,"",0.36,J,0.352,J,0.091,J,0.076,J,2.39,J
2003-01-21,20,"",8.39,"",5.56,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2003-04-03,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.402,"",0.33,"",0.083,"",0.068,"",2.32,""
2003-04-03,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.404,"",0.336,"",0.083,"",0.066,"",2.26,""
2003-04-14,0,"",8.68,"",5.58,"",,"",,,,"",,"",,"",,"",,"",0.444,Q,0.245,Q,0.078,Q,0.046,Q,1.78,Q
2003-04-14,4,"",8.69,"",5.44,"",,"",,,,"",,"",,"",,"",,"",0.45,Q,0.244,Q,0.084,Q,0.05,Q,1.59,Q
2003-04-14,8,"",8.77,"",5.67,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2003-04-14,12,"",8.7,"",5.57,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2003-04-14,16,"",8.77,"",5.27,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2003-04-14,20,"",8.71,"",5.42,"",,"",,,,"",,"",,"",,"",,"",0.452,Q,0.237,Q,0.079,Q,0.05,Q,1.68,Q
2003-04-14,20,"",8.71,"",5.51,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2003-04-28,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.429,Q,0.12,Q,0.048,Q,0.031,Q,0.395,Q
2003-04-28,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.444,Q,0.134,Q,0.051,Q,0.031,Q,0.411,Q
2003-05-13,0,"",8.76,"",5.91,"",,"",,,,"",,"",,"",,"",,"",0.449,"",0.21,"",0.052,"",0.04,"",0.61,""
2003-05-13,4,"",8.76,"",5.73,"",,"",,,,"",,"",,"",,"",,"",0.45,"",0.21,"",0.068,"",0.039,"",0.642,""
2003-05-13,8,"",8.76,"",5.94,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2003-05-13,12,"",8.76,"",5.79,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2003-05-13,16,"",8.76,"",5.73,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2003-05-13,20,"",8.75,"",5.69,"",,"",,,,"",,"",,"",,"",,"",0.448,"",0.207,"",0.057,"",0.039,"",0.515,""
2003-05-13,20,"",8.74,"",5.77,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2003-05-27,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",0.028,"",0.686,""
2003-05-27,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",0.03,"",0.654,""
2003-06-09,0,"",9.14,"",6.15,"",,"",,,,"",,"",,"",,"",,"",0.352,"",0.037,R,0.036,"",0.006,"",0.66,""
2003-06-09,4,"",9.16,"",6.24,"",,"",,,,"",,"",,"",,"",,"",0.37,"",0.031,R,0.039,"",0.006,"",0.626,""
2003-06-09,4,"",9.14,"",6.51,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2003-06-09,8,"",9.15,"",6.3,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.033,"",0.005,R,,""
2003-06-09,10,"",8.91,"",6.43,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.044,"",0.025,"",,""
2003-06-09,12,"",8.61,"",5.89,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.081,"",0.061,"",,""
2003-06-09,14,"",8.49,"",6.15,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.089,"",0.072,"",,""
2003-06-09,16,"",8.4,"",5.69,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.101,"",0.081,"",,""
2003-06-09,18,"",8.24,"",6.24,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2003-06-09,20,"",8.16,"",5.9,"",,"",,,,"",,"",,"",,"",,"",0.349,"",0.042,"",0.135,"",0.112,"",1.77,""
2003-06-09,22,"",8.12,"",5.91,"",,"",,,,"",,"",,"",,"",,"",,"",,"",0.151,"",0.134,"",,""
2003-06-23,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.137,"",0.014,R,0.022,"",0.002,R,0.625,""
2003-06-23,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.166,"",0.015,R,0.028,"",0.002,R,0.603,""
2003-07-07,0,"",9.29,"",,D,,"",,,,"",,"",,"",,"",,"",0.121,"",0.037,R,0.021,"",0,S,0.991,""
2003-07-07,4,"",9.34,"",,D,,"",,,,"",,"",,"",,"",,"",0.121,"",0.047,"",0.023,"",0,S,0.983,""
