datetime,depth_range,division,taxa_name,biomass_conc,genus
1999-04-12T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas platystigma ,0.00038676,Chlamydomonas
1999-04-12T00:00:00Z,0-8m,Chlorophyta,Scenedesmus bijuga ,0.00234516,Scenedesmus
1999-04-12T00:00:00Z,0-8m,Chlorophyta,Monomastix astigmata,2.023e-05,Monomastix
1999-04-12T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.112,Cryptomonas
1999-04-12T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta ,0.00629679,Rhodomonas
1999-04-12T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.01362539,Rhodomonas
1999-04-12T00:00:00Z,0-8m,Cryptophyta,Cryptomonas gracilis,0.1104,Cryptomonas
1999-04-12T00:00:00Z,0-8m,Cryptophyta,Cryptomonas rostratiformis ,0.1118,Cryptomonas
1999-04-12T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,0.00388937,Aphanizomenon
1999-04-12T00:00:00Z,0-8m,Cyanophyta,Oscillatoria limnetica ,0.00032653,Pseudanabaena
1999-04-12T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.00021755,Microcystis
1999-04-12T00:00:00Z,0-8m,Cyanophyta,Chroococcaceae,0.002086,""
1999-04-12T00:00:00Z,0-8m,Cyanophyta,Synechococcus sp1 ,0.00073624,Synechococcus
1999-04-12T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.01334307,""
1999-04-12T00:00:00Z,0-8m,Bacillariophyta,Cocconeis placentula var. lineata,0.00369362,Cocconeis
1999-04-26T00:00:00Z,0-8m,Bacillariophyta,Cyclotella sp1 ,0.00320002,Cyclotella
1999-04-26T00:00:00Z,0-8m,Bacillariophyta,Nitzschia gracilis ,0.00143675,Nitzschia
1999-04-26T00:00:00Z,0-8m,Bacillariophyta,Stephanodiscus hantzschii ,0.00205595,Stephanodiscus
1999-04-26T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas incerta ,0.00293693,Chlamydomonas
1999-04-26T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas platystigma ,0.00116027,Chlamydomonas
1999-04-26T00:00:00Z,0-8m,Chlorophyta,Scenedesmus bijuga ,0.00065307,Scenedesmus
1999-04-26T00:00:00Z,0-8m,Chlorophyta,Monomastix astigmata,0.00012135,Monomastix
1999-04-26T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.01043237,Cryptomonas
1999-04-26T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta ,0.0003875,Rhodomonas
1999-04-26T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.00185271,Rhodomonas
1999-04-26T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,0.3007,Aphanizomenon
1999-04-26T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.0013053,Microcystis
1999-04-26T00:00:00Z,0-8m,Cyanophyta,Chroococcaceae,0.00036812,""
1999-04-26T00:00:00Z,0-8m,Cyanophyta,Synechocystis  ,6.446e-05,Synechocystis
1999-04-26T00:00:00Z,0-8m,Cyanophyta,Synechococcus sp1 ,0.00098165,Synechococcus
1999-04-26T00:00:00Z,0-8m,Pyrrhophyta,Gymnodinium sp2 ,0.00187493,Gymnodinium
1999-04-26T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.01468462,""
1999-05-10T00:00:00Z,0-8m,Bacillariophyta,Cyclotella sp1 ,0.00261226,Cyclotella
1999-05-10T00:00:00Z,0-8m,Bacillariophyta,Fragilaria construens ,0.00030787,Fragilaria
1999-05-10T00:00:00Z,0-8m,Bacillariophyta,Gomphonema  ,0.00287349,Gomphonema
1999-05-10T00:00:00Z,0-8m,Bacillariophyta,Navicula  ,0.01094663,Navicula
1999-05-10T00:00:00Z,0-8m,Bacillariophyta,Stephanodiscus hantzschii ,0.03421098,Stephanodiscus
1999-05-10T00:00:00Z,0-8m,Chrysophyta,Uroglena  ,0.00332139,Uroglena
1999-05-10T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas globosa ,0.00036834,Chlamydomonas
1999-05-10T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas platystigma ,0.00331505,Chlamydomonas
1999-05-10T00:00:00Z,0-8m,Chlorophyta,Schroederia judayi ,0.00196588,Schroederia
1999-05-10T00:00:00Z,0-8m,Chlorophyta,Sphaerocystis schroeteri ,0.00442006,Sphaerocystis
1999-05-10T00:00:00Z,0-8m,Chlorophyta,Chlorococcaceae,0.00036834,""
1999-05-10T00:00:00Z,0-8m,Chlorophyta,Scenedesmus quadricauda ,0.00310984,Scenedesmus
1999-05-10T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.06438265,Cryptomonas
1999-05-10T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta ,0.0025833,Rhodomonas
1999-05-10T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.0056625,Rhodomonas
1999-05-10T00:00:00Z,0-8m,Cryptophyta,Cryptomonas gracilis,0.02280219,Cryptomonas
1999-05-10T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,0.1037,Aphanizomenon
1999-05-10T00:00:00Z,0-8m,Cyanophyta,Aphanothece nidulans ,0.00218269,Aphanothece
1999-05-10T00:00:00Z,0-8m,Cyanophyta,Chroococcaceae,0.00122706,""
1999-05-10T00:00:00Z,0-8m,Cyanophyta,Synechocystis  ,0.00013813,Synechocystis
1999-05-10T00:00:00Z,0-8m,Cyanophyta,Synechococcus sp1 ,0.00420706,Synechococcus
1999-05-10T00:00:00Z,0-8m,Pyrrhophyta,Gymnodinium sp1 ,0.0163706,Gymnodinium
1999-05-10T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.02776352,""
1999-05-10T00:00:00Z,0-8m,Bacillariophyta,Navicula capitata ,0.00410499,Navicula
1999-05-10T00:00:00Z,0-8m,Bacillariophyta,Aulacoseira ambigua ,0.00706687,Aulacoseira
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Achnanthes minutissima ,0.00035919,Achnanthes
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Caloneis  ,0.00102169,Caloneis
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Cocconeis placentula ,0.00829636,Cocconeis
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Cyclotella sp1 ,0.00411432,Cyclotella
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Fragilaria capucina ,0.00076181,Fragilaria
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Fragilaria construens ,0.00051084,Fragilaria
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Gomphonema  ,0.00076626,Gomphonema
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Navicula cryptocephala ,0.00638553,Navicula
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Nitzschia gracilis ,0.00107756,Nitzschia
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Nitzschia perminuta ,0.00254623,Nitzschia
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Rhoicosphenia curvata ,0.00798192,Rhoicosphenia
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Stephanodiscus hantzschii ,0.00842116,Stephanodiscus
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Synedra nana ,0.00574698,Synedra
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Amphora pediculus,0.0011494,Amphora
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Navicula bacillum ,0.02089533,Navicula
1999-05-26T00:00:00Z,0-8m,Chrysophyta,Uroglena  ,0.00025833,Uroglena
1999-05-26T00:00:00Z,0-8m,Chrysophyta,Erkenia subaequiciliata ,0.00025784,Erkenia
1999-05-26T00:00:00Z,0-8m,Chlorophyta,Monoraphidium arcuatum,0.00021786,Monoraphidium
1999-05-26T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas globosa ,0.00025784,Chlamydomonas
1999-05-26T00:00:00Z,0-8m,Chlorophyta,Micractinium pusillum ,0.0020627,Micractinium
1999-05-26T00:00:00Z,0-8m,Chlorophyta,Schroederia judayi ,0.00051125,Schroederia
1999-05-26T00:00:00Z,0-8m,Chlorophyta,Sphaerocystis schroeteri ,0.00412539,Sphaerocystis
1999-05-26T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.00450679,Cryptomonas
1999-05-26T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta ,0.00045208,Rhodomonas
1999-05-26T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.00803245,Rhodomonas
1999-05-26T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,0.06130112,Aphanizomenon
1999-05-26T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa elachista ,8.149e-05,Aphanocapsa
1999-05-26T00:00:00Z,0-8m,Cyanophyta,Aphanothece nidulans ,0.00081487,Aphanothece
1999-05-26T00:00:00Z,0-8m,Cyanophyta,Chroococcaceae,0.00110435,""
1999-05-26T00:00:00Z,0-8m,Cyanophyta,Synechocystis  ,9.669e-05,Synechocystis
1999-05-26T00:00:00Z,0-8m,Cyanophyta,Synechococcus sp1 ,0.00343577,Synechococcus
1999-05-26T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.01073247,""
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Nitzschia palea ,0.00071837,Nitzschia
1999-05-26T00:00:00Z,0-8m,Bacillariophyta,Navicula cf lacunolaciniata,0.00021551,Navicula
1999-06-07T00:00:00Z,0-8m,Bacillariophyta,Cyclotella sp1 ,0.00091429,Cyclotella
1999-06-07T00:00:00Z,0-8m,Bacillariophyta,Fragilaria capucina ,0.00102169,Fragilaria
1999-06-07T00:00:00Z,0-8m,Bacillariophyta,Gomphonema  ,0.00089398,Gomphonema
1999-06-07T00:00:00Z,0-8m,Bacillariophyta,Rhoicosphenia  ,0.00386951,Rhoicosphenia
1999-06-07T00:00:00Z,0-8m,Chrysophyta,Uroglena  ,0.00025833,Uroglena
1999-06-07T00:00:00Z,0-8m,Chrysophyta,Chrysophyceae,0.0040287,""
1999-06-07T00:00:00Z,0-8m,Chlorophyta,Schroederia judayi ,0.00087338,Schroederia
1999-06-07T00:00:00Z,0-8m,Chlorophyta,Sphaerocystis schroeteri ,0.0017404,Sphaerocystis
1999-06-07T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.00668976,Cryptomonas
1999-06-07T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.01730105,Rhodomonas
1999-06-07T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,0.03250817,Aphanizomenon
1999-06-07T00:00:00Z,0-8m,Cyanophyta,Aphanothece nidulans ,0.05781501,Aphanothece
1999-06-07T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,2.72e-05,Woronichinia
1999-06-07T00:00:00Z,0-8m,Cyanophyta,Phormidium mucicola,0.00016327,Pseudanabaena
1999-06-07T00:00:00Z,0-8m,Cyanophyta,Chroococcaceae,0.00147247,""
1999-06-07T00:00:00Z,0-8m,Cyanophyta,Synechococcus sp1 ,0.00368118,Synechococcus
1999-06-07T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.0095722,""
1999-06-21T00:00:00Z,0-8m,Chrysophyta,Erkenia subaequiciliata ,0.00322296,Erkenia
1999-06-21T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas globosa ,0.00543875,Chlamydomonas
1999-06-21T00:00:00Z,0-8m,Chlorophyta,Schroederia judayi ,0.01224868,Schroederia
1999-06-21T00:00:00Z,0-8m,Chlorophyta,Chlorococcaceae,0.00161148,""
1999-06-21T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.00505745,Cryptomonas
1999-06-21T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.00936572,Rhodomonas
1999-06-21T00:00:00Z,0-8m,Cyanophyta,Anabaena flos-aquae ,0.00357042,Anabaena
1999-06-21T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,0.2814,Aphanizomenon
1999-06-21T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa delicatissima ,0.00095927,Aphanocapsa
1999-06-21T00:00:00Z,0-8m,Cyanophyta,Aphanothece nidulans ,2.191,Aphanothece
1999-06-21T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.03400113,Woronichinia
1999-06-21T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.00331511,Woronichinia
1999-06-21T00:00:00Z,0-8m,Cyanophyta,Phormidium mucicola,0.00204083,Pseudanabaena
1999-06-21T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.0156364,Microcystis
1999-06-21T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.03943093,Microcystis
1999-06-21T00:00:00Z,0-8m,Cyanophyta,Chroococcaceae,0.00268419,""
1999-06-21T00:00:00Z,0-8m,Cyanophyta,Synechocystis  ,0.00020144,Synechocystis
1999-06-21T00:00:00Z,0-8m,Cyanophyta,Synechococcus sp1 ,0.01150369,Synechococcus
1999-06-21T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.004351,""
1999-06-21T00:00:00Z,0-8m,Chlorophyta,Monoraphidium capricornutum,0.00045366,Monoraphidium
1999-07-06T00:00:00Z,0-8m,Chlorophyta,Schroederia judayi ,0.00287578,Schroederia
1999-07-06T00:00:00Z,0-8m,Chlorophyta,Sphaerocystis schroeteri ,0.0339378,Sphaerocystis
1999-07-06T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.02130617,Rhodomonas
1999-07-06T00:00:00Z,0-8m,Cyanophyta,Anabaena flos-aquae ,0.06961599,Anabaena
1999-07-06T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,1.1,Aphanizomenon
1999-07-06T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa delicatissima ,0.00015348,Aphanocapsa
1999-07-06T00:00:00Z,0-8m,Cyanophyta,Aphanothece nidulans ,0.9076,Aphanothece
1999-07-06T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.00146885,Woronichinia
1999-07-06T00:00:00Z,0-8m,Cyanophyta,Phormidium mucicola,0.02295935,Pseudanabaena
1999-07-06T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,1.652,Microcystis
1999-07-06T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.1292,Microcystis
1999-07-06T00:00:00Z,0-8m,Cyanophyta,Chroococcaceae,0.00515365,""
1999-07-06T00:00:00Z,0-8m,Cyanophyta,Synechocystis  ,0.0052212,Synechocystis
1999-07-06T00:00:00Z,0-8m,Cyanophyta,Synechococcus sp1 ,0.0122706,Synechococcus
1999-07-06T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00290067,""
1999-07-19T00:00:00Z,0-8m,Chrysophyta,Ochromonas  ,0.0052212,Ochromonas
1999-07-19T00:00:00Z,0-8m,Chlorophyta,Schroederia judayi ,0.00028758,Schroederia
1999-07-19T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.00404596,Cryptomonas
1999-07-19T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.00980847,Rhodomonas
1999-07-19T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,8.95,Aphanizomenon
1999-07-19T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa delicatissima ,0.00552537,Aphanocapsa
1999-07-19T00:00:00Z,0-8m,Cyanophyta,Aphanothece nidulans ,0.1059,Aphanothece
1999-07-19T00:00:00Z,0-8m,Cyanophyta,Chroococcus limneticus ,0.03163943,Chroococcus
1999-07-19T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.00123624,Woronichinia
1999-07-19T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.00114244,Woronichinia
1999-07-19T00:00:00Z,0-8m,Cyanophyta,Phormidium mucicola,0.00163267,Pseudanabaena
1999-07-19T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.02153745,Microcystis
1999-07-19T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.07440209,Microcystis
1999-07-19T00:00:00Z,0-8m,Cyanophyta,Chroococcaceae,0.00220871,""
1999-07-19T00:00:00Z,0-8m,Cyanophyta,Synechococcus sp1 ,0.00883483,Synechococcus
1999-07-19T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00058013,""
1999-07-19T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00587385,""
1999-07-19T00:00:00Z,0-8m,Bacillariophyta,Nitzschia palea ,0.00383132,Nitzschia
1999-08-02T00:00:00Z,0-8m,Bacillariophyta,Cocconeis placentula ,0.02462413,Cocconeis
1999-08-02T00:00:00Z,0-8m,Bacillariophyta,Cyclotella sp1 ,0.00101588,Cyclotella
1999-08-02T00:00:00Z,0-8m,Bacillariophyta,Fragilaria construens ,0.00967376,Fragilaria
1999-08-02T00:00:00Z,0-8m,Bacillariophyta,Nitzschia acicularis ,0.01221233,Nitzschia
1999-08-02T00:00:00Z,0-8m,Chrysophyta,Uroglena  ,0.00387495,Uroglena
1999-08-02T00:00:00Z,0-8m,Chrysophyta,Erkenia subaequiciliata ,0.01160267,Erkenia
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Scenedesmus incrassatulus ,0.00163267,Scenedesmus
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Monoraphidium arcuatum,0.00326793,Monoraphidium
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Ankistrodesmus convolutus ,0.00032679,Ankistrodesmus
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas platystigma ,0.01160267,Chlamydomonas
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Crucigenia crucifera ,0.00386756,Crucigenia
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Elakatothrix gelatinosa ,0.00116193,Elakatothrix
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Scenedesmus bijuga ,0.00217689,Scenedesmus
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Scenedesmus dimorphus ,0.01161006,Scenedesmus
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Schroederia judayi ,0.00071894,Schroederia
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Chlorococcaceae,0.00193378,""
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Monomastix astigmata,0.00070225,Monomastix
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Scenedesmus quadricauda ,0.00489799,Scenedesmus
1999-08-02T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.00613029,Rhodomonas
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Cylindrospermopsis raciborskii ,0.1265,Cylindrospermopsis
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,0.6652,Aphanizomenon
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon issatschenkoi,0.06595965,Aphanizomenon
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa elachista ,0.00122231,Aphanocapsa
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa delicatissima ,0.03004421,Aphanocapsa
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Aphanothece nidulans ,0.05347583,Aphanothece
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.0030601,Woronichinia
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.00367212,Woronichinia
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Merismopedia tenuissima ,0.06424523,Merismopedia
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Oscillatoria limnetica ,0.1619,Pseudanabaena
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Oscillatoria agardhii ,0.2612,Planktothrix
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Phormidium mucicola,0.002449,Pseudanabaena
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.376,Microcystis
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.08892355,Microcystis
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Chroococcaceae,0.00337441,""
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Synechocystis  ,0.00290067,Synechocystis
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Synechococcus sp1 ,0.00858942,Synechococcus
1999-08-02T00:00:00Z,0-8m,Cyanophyta,Oscillatoria chlorina ,0.1469,Oscillatoria
1999-08-02T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00290067,""
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Monoraphidium capricornutum,0.00476346,Monoraphidium
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Scenedesmus intermedius ,0.00290252,Scenedesmus
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Scenedesmus quadricauda var. longispina,0.01959198,Scenedesmus
1999-08-02T00:00:00Z,0-8m,Chlorophyta,Tetraedron muticum ,0.00326949,Tetraedron
1999-08-02T00:00:00Z,0-8m,Bacillariophyta,Synedra filiformis,0.0095783,Synedra
1999-08-02T00:00:00Z,0-8m,Bacillariophyta,Aulacoseira ambigua ,0.6844,Aulacoseira
1999-08-16T00:00:00Z,0-8m,Chlorophyta,Monoraphidium arcuatum,0.00087145,Monoraphidium
1999-08-16T00:00:00Z,0-8m,Chlorophyta,Schroederia judayi ,0.00057516,Schroederia
1999-08-16T00:00:00Z,0-8m,Chlorophyta,Sphaerocystis schroeteri ,0.07251666,Sphaerocystis
1999-08-16T00:00:00Z,0-8m,Chlorophyta,Chlorococcaceae,0.00312488,""
1999-08-16T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.01594197,Cryptomonas
1999-08-16T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.0264166,Rhodomonas
1999-08-16T00:00:00Z,0-8m,Cyanophyta,Anabaena flos-aquae ,0.03749858,Anabaena
1999-08-16T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,0.4738,Aphanizomenon
1999-08-16T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa delicatissima ,0.00373884,Aphanocapsa
1999-08-16T00:00:00Z,0-8m,Cyanophyta,Aphanothece nidulans ,0.1534,Aphanothece
1999-08-16T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.00212167,Woronichinia
1999-08-16T00:00:00Z,0-8m,Cyanophyta,Lyngbya  ,0.2638,Lyngbya
1999-08-16T00:00:00Z,0-8m,Cyanophyta,Merismopedia tenuissima ,0.0134881,Merismopedia
1999-08-16T00:00:00Z,0-8m,Cyanophyta,Phormidium mucicola,0.02416344,Pseudanabaena
1999-08-16T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.999,Microcystis
1999-08-16T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.3994,Microcystis
1999-08-16T00:00:00Z,0-8m,Cyanophyta,Chroococcaceae,0.00319036,""
1999-08-16T00:00:00Z,0-8m,Cyanophyta,Synechococcus sp1 ,0.00736236,Synechococcus
1999-08-16T00:00:00Z,0-8m,Cyanophyta,Oscillatoria chlorina ,0.0313298,Oscillatoria
1999-08-16T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00585915,""
1999-08-16T00:00:00Z,0-8m,Chlorophyta,Monoraphidium capricornutum,0.00131957,Monoraphidium
1999-08-16T00:00:00Z,0-8m,Chlorophyta,Tetraedron muticum ,0.00077499,Tetraedron
1999-08-16T00:00:00Z,0-8m,Bacillariophyta,Nitzschia palea ,0.00153253,Nitzschia
1999-08-30T00:00:00Z,0-8m,Bacillariophyta,Navicula cryptocephala ,0.00544149,Navicula
1999-08-30T00:00:00Z,0-8m,Bacillariophyta,Stephanodiscus niagarae ,1.501,Stephanodiscus
1999-08-30T00:00:00Z,0-8m,Chrysophyta,Erkenia subaequiciliata ,0.00580133,Erkenia
1999-08-30T00:00:00Z,0-8m,Chlorophyta,Schroederia judayi ,0.00035947,Schroederia
1999-08-30T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.01941259,Rhodomonas
1999-08-30T00:00:00Z,0-8m,Cyanophyta,Anabaena flos-aquae ,0.09374645,Anabaena
1999-08-30T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,1.403,Aphanizomenon
1999-08-30T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa delicatissima ,0.00388503,Aphanocapsa
1999-08-30T00:00:00Z,0-8m,Cyanophyta,Aphanothece nidulans ,0.8136,Aphanothece
1999-08-30T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.04692156,Woronichinia
1999-08-30T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.00346812,Woronichinia
1999-08-30T00:00:00Z,0-8m,Cyanophyta,Merismopedia tenuissima ,0.00564018,Merismopedia
1999-08-30T00:00:00Z,0-8m,Cyanophyta,Phormidium mucicola,0.05464325,Pseudanabaena
1999-08-30T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.1795,Microcystis
1999-08-30T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.164,Microcystis
1999-08-30T00:00:00Z,0-8m,Cyanophyta,Chroococcaceae,0.00306765,""
1999-08-30T00:00:00Z,0-8m,Cyanophyta,Synechocystis  ,0.00048344,Synechocystis
1999-08-30T00:00:00Z,0-8m,Cyanophyta,Synechococcus sp1 ,0.0061353,Synechococcus
1999-08-30T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00145033,""
1999-08-30T00:00:00Z,0-8m,Bacillariophyta,Nitzschia palea ,0.0129307,Nitzschia
1999-09-27T00:00:00Z,0-8m,Bacillariophyta,Stephanodiscus niagarae ,1.339,Stephanodiscus
1999-09-27T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas incerta ,0.03021527,Chlamydomonas
1999-09-27T00:00:00Z,0-8m,Chlorophyta,Monomastix astigmata,0.00035955,Monomastix
1999-09-27T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.01941259,Rhodomonas
1999-09-27T00:00:00Z,0-8m,Cyanophyta,Anabaena flos-aquae ,0.2001,Anabaena
1999-09-27T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,2.555,Aphanizomenon
1999-09-27T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa delicatissima ,0.0026399,Aphanocapsa
1999-09-27T00:00:00Z,0-8m,Cyanophyta,Aphanothece nidulans ,0.01553345,Aphanothece
1999-09-27T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.00020401,Woronichinia
1999-09-27T00:00:00Z,0-8m,Cyanophyta,Oscillatoria limnetica ,0.03210907,Pseudanabaena
1999-09-27T00:00:00Z,0-8m,Cyanophyta,Phormidium mucicola,0.01262764,Pseudanabaena
1999-09-27T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.1753,Microcystis
1999-09-27T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.1689,Microcystis
1999-09-27T00:00:00Z,0-8m,Cyanophyta,Chroococcaceae,0.00490824,""
